app,category,rating,reviews,size,installs,type,price,content_rating,genres,last_updated,current_ver,android_ver
Theme For Iphone X Plus,Personalization,4.0,126,8.0M,"10,000+",Free,0,Everyone,Personalization,"October 19, 2017",1.0,2.3.3 And Up
Casino X - Free Online Slots,Game,4.5,30515,11M,"1,000,000+",Free,0,Teen,Casino,"May 22, 2018",2.92,4.0 And Up
X-Wolf,Game,4.2,4878,27M,"100,000+",Free,0,Everyone 10+,Adventure,"February 2, 2018",1.2.0,4.1 And Up
Light X - Icon Pack,Personalization,4.6,252,24M,"10,000+",Paid,$0.99,Everyone,Personalization,"June 13, 2018",1.6.1,4.1 And Up
X-Plane 10 Flight Simulator,Family,4.2,63197,11M,"1,000,000+",Free,0,Everyone,Simulation,"June 27, 2018",Varies With Device,Varies With Device
Anime X Wallpaper,Personalization,4.7,32613,3.2M,"1,000,000+",Free,0,Everyone,Personalization,"May 31, 2018",3.11,4.1 And Up
New Theme For Phone X,Personalization,4.7,8642,3.7M,"500,000+",Free,0,Everyone,Personalization,"May 22, 2018",1.1.6,4.0 And Up
X-Plane To Gps,Tools,4.2,161,1.2M,"5,000+",Paid,$0.99,Everyone,Tools,"March 4, 2018",1.62,4.4 And Up
Control Center Ios 11 - Phone X Notifications,Tools,4.3,514,8.4M,"50,000+",Free,0,Everyone,Tools,"February 12, 2018",1.8,4.4 And Up
Ilocker X - Ios11 Lockscreen With Hd Wallpapers,Personalization,4.3,1714,31M,"100,000+",Free,0,Everyone,Personalization,"June 19, 2018",1.4.7,4.1 And Up
Ilauncher Os 12 Pro - Phone X,Personalization,4.3,3,9.6M,50+,Paid,$2.99,Everyone,Personalization,"June 24, 2018",1.0.1,4.1 And Up
Hero Fighter X,Game,4.5,24210,45M,"500,000+",Free,0,Teen,Action,"November 13, 2015",1.091,2.2 And Up
Slendrina X,Game,4.4,12736,56M,"1,000,000+",Free,0,Teen,Arcade,"December 18, 2017",1.02,4.0 And Up
X Back - Icon Pack,Personalization,4.5,56,26M,"10,000+",Paid,$0.99,Everyone,Personalization,"June 29, 2018",1.6.2,4.1 And Up
Guide (For X-Men),Books_And_Reference,4.6,586,17M,"100,000+",Free,0,Everyone,Books & Reference,"May 8, 2017",1.1.1,3.0 And Up
"Decibel X Pro - Sound Meter Dba, Noise Detector",Tools,4.3,60,6.9M,"1,000+",Paid,$3.99,Everyone,Tools,"July 11, 2018",4.4.1,4.1 And Up
Flight Simulator X 2016 Free,Family,3.8,44636,11M,"1,000,000+",Free,0,Everyone,Simulation,"January 23, 2017",Varies With Device,Varies With Device
Robocar X Ray,Game,4.5,3432,99M,"1,000,000+",Free,0,Mature 17+,Action,"January 23, 2017",1.0,2.3 And Up
Space X: Sky Wars Of Air Force,Game,4.5,10748,47M,"1,000,000+",Free,0,Everyone,Arcade,"August 4, 2018",4.0,4.1 And Up
Os-X Emui 4/5/8 Theme,Personalization,3.9,916,36M,"100,000+",Free,0,Everyone,Personalization,"February 5, 2018",5,4.4 And Up
Flexiroam X,Travel_And_Local,4.0,875,21M,"100,000+",Free,0,Everyone,Travel & Local,"August 3, 2018",3.5.3,4.1 And Up
X Construction,Family,4.5,18612,8.5M,"100,000+",Paid,$1.49,Everyone,Puzzle,"July 28, 2015",1.57,2.3 And Up
X Home Bar - Home Bar Gesture Pro,Tools,4.0,88,2.0M,"10,000+",Paid,$1.99,Everyone,Tools,"July 2, 2018",1.5,4.3 And Up
X-Wing Squadron Builder,Family,4.6,5898,50M,"100,000+",Free,0,Everyone,Entertainment,"August 1, 2017",3.3.8.03082017,1.6 And Up
Youtube Tv - Watch & Record Live Tv,Family,4.4,38517,17M,"1,000,000+",Free,0,Teen,Entertainment,"August 2, 2018",2.29.2,5.0 And Up
Jw Caleb Y Sofia,Family,4.6,5227,1.9M,"500,000+",Free,0,Everyone,Education,"November 20, 2015",1.0,4.0.3 And Up
Flashlight Ultimate,Tools,4.6,16936,5.0M,"1,000,000+",Free,0,Everyone,Tools,"January 25, 2018",2.94,4.0 And Up
Gangster Town,Game,4.1,74842,99M,"5,000,000+",Free,0,Teen,Action,"December 22, 2016",1.7,2.3 And Up
Rope Hero 3,Game,4.4,45871,99M,"5,000,000+",Free,0,Teen,Action,"May 8, 2017",1.6,2.3 And Up
Yhomework - Math Solver,Family,4.2,50771,11M,"1,000,000+",Free,0,Everyone,Education,"May 12, 2016",Varies With Device,Varies With Device
Z Origins - (Z The Game),Family,4.6,4421,37M,"50,000+",Paid,$2.99,Teen,Strategy,"November 5, 2014",1.77,2.2 And Up
Z Day: Hearts Of Heroes,Family,3.9,5894,67M,"1,000,000+",Free,0,Everyone 10+,Strategy,"July 11, 2018",1.0.2,4.0.3 And Up
Zombie War Z : Hero Survival Rules,Game,3.9,1987,62M,"100,000+",Free,0,Mature 17+,Action,"December 13, 2017",1.8,4.0.3 And Up
Cube Z (Pixel Zombies),Game,4.2,41444,56M,"1,000,000+",Free,0,Teen,Action,"July 31, 2016",1.0.11,4.0.3 And Up
Z War-Zombie Modern Combat,Family,4.2,62301,72M,"5,000,000+",Free,0,Teen,Strategy,"August 1, 2018",1.60,4.1 And Up
Galak-Z: Variant Mobile,Game,3.9,145,79M,"10,000+",Free,0,Everyone,Action,"July 30, 2018",1.7.6,4.4 And Up
Z City,Family,4.3,3976,98M,"100,000+",Free,0,Teen,Strategy,"January 29, 2018",1.1.6,4.0 And Up
Space Z 🌏 🚀Icon Pack Theme,Personalization,4.8,201,68M,"1,000+",Paid,$1.49,Everyone,Personalization,"August 4, 2018",1.2.7,4.0.3 And Up
Reload: The Z-Team,Game,4.3,1655,91M,"100,000+",Free,0,Everyone 10+,Action,"February 28, 2018",1.6.2,4.4 And Up
Rage Z: Multiplayer Zombie Fps Online Shooter,Game,4.1,11258,44M,"500,000+",Free,0,Mature 17+,Action,"December 8, 2016",1.25,4.2 And Up
Pixel Z Gunner 3D - Battle Survival Fps,Game,4.2,11408,96M,"1,000,000+",Free,0,Teen,Action,"July 6, 2018",4.1,4.0 And Up
Saiyan Z: Super Ssj Ultimate Combat,Game,4.4,306,61M,"10,000+",Free,0,Everyone,Adventure,"April 18, 2018",2.0.2,4.0 And Up
Z-Empire: Dead Strike,Family,4.6,99,19M,"10,000+",Free,0,Teen,Strategy,"June 8, 2018",1.8.7,4.0.3 And Up
Free Z Glass Go Keyboard Theme,Personalization,4.3,71829,8.8M,"5,000,000+",Free,0,Everyone,Personalization,"June 30, 2017",4.16,4.0 And Up
Zombie Avengers:(Dreamsky)Stickman War Z,Game,4.3,13604,96M,"1,000,000+",Paid,$0.99,Teen,Action,"June 26, 2018",2.4.4,2.3 And Up
Z Camera,Photography,3.8,142,7.7M,"10,000+",Free,0,Everyone,Photography,"April 8, 2016",1.8,4.0 And Up
Zarchiver Donate,Tools,4.8,1721,11M,"10,000+",Paid,$2.50,Everyone,Tools,"February 16, 2018",Varies With Device,Varies With Device
Cardio Z,Medical,4.3,24,10M,100+,Paid,$5.99,Everyone,Medical,"March 13, 2017",1.0.2.1,4.4 And Up
Go Sms Pro Z Glass Theme Ex,Personalization,3.8,24198,2.2M,"1,000,000+",Free,0,Everyone,Personalization,"July 10, 2014",1.0,1.6 And Up
Route Z,Game,3.9,24697,16M,"500,000+",Free,0,Teen,Action,"July 10, 2015",1.5,4.0 And Up
Z Pivot,Communication,4.3,0,5.7M,10+,Paid,$19.99,Everyone,Communication,"July 11, 2018",1.3,4.2 And Up
Dragon X Adventure: Warrior Z,Game,4.3,8537,29M,"100,000+",Free,0,Everyone 10+,Action,"November 3, 2015",1.1.4,2.3 And Up
Ultimate Fighter Z,Game,4.3,180,24M,"5,000+",Free,0,Everyone,Action,"July 16, 2018",2.0,4.4 And Up
Theme Exp - Black Z Light,Personalization,4.3,29540,4.3M,"1,000,000+",Free,0,Everyone,Personalization,"June 15, 2016",2.0,5.0 And Up
Toy Battle Z,Family,4.1,133,48M,"10,000+",Free,0,Everyone,Casual,"July 23, 2018",1.0.4,4.0 And Up
Wave Z Live Wallpaper,Personalization,4.2,63699,2.3M,"5,000,000+",Free,0,Teen,Personalization,"September 21, 2015",1.1.6,2.3 And Up
30 Day Ab Challenge,Health_And_Fitness,4.5,1886,7.6M,"500,000+",Free,0,Everyone,Health & Fitness,"June 21, 2016",3.2.1,4.0 And Up
Ab,Family,3.8,10,22M,"1,000+",Free,0,Everyone,Casual,"October 27, 2016",1.0,4.0 And Up
Ultimate Ab & Core Workouts,Health_And_Fitness,4.7,55571,12M,"1,000,000+",Free,0,Everyone,Health & Fitness,"February 21, 2018",1.23,4.0 And Up
Abs Workout - Burn Belly Fat With No Equipment,Health_And_Fitness,4.8,69279,10M,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 23, 2018",1.1.8,4.2 And Up
6 Pack Promise - Ultimate Abs,Health_And_Fitness,4.6,18921,11M,"1,000,000+",Free,0,Everyone,Health & Fitness,"August 4, 2018",Varies With Device,Varies With Device
Ab Repeat Player,Video_Players,4.3,1628,18M,"100,000+",Free,0,Everyone,Video Players & Editors,"March 6, 2018",4.1.1,4.4 And Up
"Abs, Core & Back Workout Challenge",Health_And_Fitness,4.8,3908,33M,"100,000+",Free,0,Everyone,Health & Fitness,"July 9, 2018",1.5.8,4.1 And Up
Ab Mobile App,Health_And_Fitness,3.4,2105,8.2M,"100,000+",Free,0,Everyone,Health & Fitness,"August 21, 2017",2.1.0,4.0.3 And Up
Daily Ab Workout,Health_And_Fitness,4.6,2901,11M,"50,000+",Paid,$1.99,Everyone,Health & Fitness,"June 14, 2018",Varies With Device,Varies With Device
A-B Repeater,Video_Players,4.4,32,0.239,"5,000+",Free,0,Everyone,Video Players & Editors,"May 18, 2018",1.8,3.0 And Up
Daily Ab Workout - Core & Abs Fitness Exercises,Health_And_Fitness,4.4,44939,11M,"10,000,000+",Free,0,Everyone,Health & Fitness,"June 14, 2018",Varies With Device,Varies With Device
Abs Workout 7 Minutes,Health_And_Fitness,4.6,37224,11M,"1,000,000+",Free,0,Everyone,Health & Fitness,"June 13, 2018",Varies With Device,Varies With Device
30 Day Ab Challenge Free,Health_And_Fitness,4.3,48253,11M,"1,000,000+",Free,0,Everyone,Health & Fitness,"December 13, 2017",Varies With Device,Varies With Device
Ab Blast Match 3,Family,4.3,111,48M,"10,000+",Free,0,Everyone,Puzzle,"June 19, 2018",1.13,4.1 And Up
Ab Click2Shop,Shopping,3.8,454,18M,"100,000+",Free,0,Everyone,Shopping,"June 26, 2018",1.1.0.0,4.1 And Up
Math Games For Kids : Times Tables - Ab Math,Family,3.9,2371,8.3M,"500,000+",Free,0,Everyone,Educational;Education,"July 27, 2018",3.9.3,4.0.3 And Up
Ab Crush Match 3,Family,4.3,96,54M,"10,000+",Free,0,Everyone,Casual,"February 23, 2017",1.1,2.3 And Up
"Abs Workout - Belly Workout, 30 Days Ab",Health_And_Fitness,4.8,5103,11M,"100,000+",Free,0,Everyone,Health & Fitness,"July 13, 2018",2.0.5,4.0.3 And Up
Ab Match,Family,4.2,9,30M,"1,000+",Free,0,Everyone,Casual,"May 19, 2018",1.0.4,4.1 And Up
Math Games For Kids : Times Tables Training,Family,4.5,630,8.3M,"10,000+",Paid,$1.59,Everyone,Educational;Education,"July 27, 2018",3.9.3,4.0.3 And Up
7 Minute Abs Workout - Daily Ab Workout,Health_And_Fitness,4.8,527,23M,"100,000+",Free,0,Everyone,Health & Fitness,"March 30, 2018",2.01,4.1 And Up
Ab Anywhere Mobile Banking,Finance,4.3,3,11M,500+,Free,0,Everyone,Finance,"July 3, 2018",4.17.82,4.4 And Up
5 Minute Ab Workouts,Health_And_Fitness,4.6,2067,8.4M,"50,000+",Free,0,Everyone,Health & Fitness,"May 18, 2018",2.0.4,4.1 And Up
Ab Screen Recorder,Tools,4.2,533,5.0M,"10,000+",Free,0,Everyone,Tools,"October 2, 2017",2.8,5.0 And Up
Six Pack Abs Photo Editor,Photography,4.0,5967,17M,"1,000,000+",Free,0,Everyone,Photography,"February 2, 2017",2.0,3.0 And Up
Best Blood Type Ab: Food Diet & Personality,Lifestyle,4.3,3,37M,"1,000+",Free,0,Everyone,Lifestyle,"July 11, 2018",1.2,4.0.3 And Up
30 Day Ab Challenge - Lumowell,Health_And_Fitness,4.8,793,40M,"10,000+",Free,0,Everyone,Health & Fitness,"September 15, 2016",1.0.3,4.0.3 And Up
Ab Workouts,Health_And_Fitness,4.1,27501,7.0M,"1,000,000+",Free,0,Everyone,Health & Fitness,"January 5, 2018",5.1.9,4.0 And Up
Ab Workouts - Ab Generator,Health_And_Fitness,4.7,21,3.8M,"1,000+",Free,0,Everyone,Health & Fitness,"December 31, 2016",2.0.0,4.1 And Up
Chatime Ab Rewards,Family,4.3,9,22M,"1,000+",Free,0,Everyone,Entertainment,"June 22, 2018",2.7.0621,4.2 And Up
Abs Workout - 21 Day Fitness Challenge,Health_And_Fitness,4.8,18604,15M,"1,000,000+",Free,0,Everyone,Health & Fitness,"May 2, 2018",1.0.0.9,4.1 And Up
Ladies' Ab Workout Free,Health_And_Fitness,4.0,12906,8.5M,"1,000,000+",Free,0,Everyone,Health & Fitness,"October 8, 2012",1.01,2.1 And Up
30-Day Ab Challenge Tracker,Health_And_Fitness,3.5,224,0.371,"10,000+",Free,0,Everyone,Health & Fitness,"July 9, 2014",1.2.6,4.1 And Up
Universal Ac Remote Control,Tools,3.8,40934,5.2M,"1,000,000+",Free,0,Everyone,Tools,"July 28, 2018",Acremotecontrol18,4.0.3 And Up
Ac Freedom,Business,3.5,537,11M,"100,000+",Free,0,Everyone,Business,"May 25, 2018",Varies With Device,Varies With Device
Smart Air Conditioner,Tools,3.3,4786,13M,"500,000+",Free,0,Everyone,Tools,"May 24, 2018",1.2.84,2.2 And Up
Assassin'S Creed Identity,Game,3.7,42529,92M,"500,000+",Paid,$1.99,Teen,Action,"November 23, 2016",2.8.2,4.1 And Up
Ac Remote Control,Tools,3.3,472,2.0M,"100,000+",Free,0,Everyone,Tools,"October 17, 2017",1.3,4.1 And Up
Air Conditioner Remote Control,Tools,3.4,29854,5.0M,"1,000,000+",Free,0,Everyone,Tools,"July 19, 2017",5.0,2.3 And Up
Ac Wifi,Tools,3.6,41,23M,"10,000+",Free,0,Everyone,Tools,"June 3, 2018",1.0.3,2.3 And Up
A/C Air Conditioner Remote,Tools,3.4,7816,5.1M,"1,000,000+",Free,0,Everyone,Tools,"July 30, 2016",1.1.1,3.0 And Up
Ac Troubleshooter,Tools,4.7,147,4.2M,"10,000+",Free,0,Everyone,Tools,"January 8, 2015",1.3,3.0 And Up
Ac Remote Control Mobile,Tools,3.9,3043,7.7M,"100,000+",Free,0,Everyone,Tools,"June 2, 2017",1.3 Acremotecontrol,4.0.3 And Up
"Ac Air Condition Troubleshoot,Repair,Maintenance",Books_And_Reference,4.2,27,3.1M,"5,000+",Free,0,Everyone,Books & Reference,"February 7, 2018",1.1,4.0 And Up
Ac Remote For Haier - Now Free,Tools,3.9,336,27M,"50,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 And Up
Air Conditioner Maintenance,Productivity,4.0,11,0.22,"5,000+",Free,0,Everyone,Productivity,"November 27, 2015",Airconditionermaintenance_13112015,2.3.3 And Up
Ac Remote For Daikin - Now Free,Tools,3.5,383,26M,"50,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 And Up
Ac Remote For Lg - Now Free,Tools,3.7,1041,28M,"100,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 And Up
Plug-In App (System Ac),Tools,3.6,126,11M,"10,000+",Free,0,Everyone,Tools,"June 8, 2017",V1.1072.35.0,4.0 And Up
Lg Ac Smart Diagnosis,Lifestyle,3.4,377,6.1M,"100,000+",Free,0,Everyone,Lifestyle,"March 21, 2017",1.1.4,4.0 And Up
Ac Remote For Midea - Now Free,Tools,4.0,448,26M,"100,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 And Up
Ac Remote Control,Tools,3.7,822,5.0M,"50,000+",Free,0,Everyone,Tools,"February 27, 2017",1.1,2.3 And Up
All Type Ac Repair & Services,Lifestyle,4.3,45,2.2M,"10,000+",Free,0,Everyone,Lifestyle,"December 26, 2017",0.8,4.1 And Up
Ac Remote Control Simulator,Family,3.3,353,2.3M,"100,000+",Free,0,Everyone,Entertainment,"December 4, 2017",1.0,4.0.3 And Up
Acdisplay,Personalization,4.1,66473,3.0M,"1,000,000+",Free,0,Everyone,Personalization,"July 30, 2015",3.8.4,4.1 And Up
Ac Mobile Control,House_And_Home,3.4,1450,9.7M,"100,000+",Free,0,Everyone,House & Home,"November 5, 2013",2.4,2.2 And Up
Ac Remote For Sharp - Now Free,Tools,3.7,332,26M,"50,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 And Up
Ac Remote For Samsung - Now Free,Tools,3.7,566,27M,"100,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 And Up
Pocket Ac,Photography,4.8,130,4.4M,"1,000+",Paid,$9.99,Everyone,Photography,"June 27, 2018",3.1.1,4.1 And Up
Ac Remote For Carrier - Now Free,Tools,3.7,163,26M,"10,000+",Free,0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 And Up
"Ac & Tv, Dvd, Set Top Box - Remote Control Ir",Tools,3.6,3632,3.2M,"1,000,000+",Free,0,Everyone,Tools,"November 13, 2017",11;11.26,4.0.3 And Up
Ac Remote Control,Tools,3.7,9514,7.0M,"500,000+",Free,0,Everyone,Tools,"July 11, 2018",Acremotecontrol-V7,4.0.3 And Up
Ad Detect Plugin - Handy Tool,Productivity,3.8,5107,1.4M,"500,000+",Free,0,Everyone,Productivity,"December 28, 2015",1.6.3,2.3 And Up
Appbrain Ad Detector,Tools,3.7,9221,1.7M,"1,000,000+",Free,0,Everyone,Tools,"April 12, 2018",2.2.1,4.1 And Up
"Ad - Nieuws, Sport, Regio & Entertainment",News_And_Magazines,3.7,10369,11M,"1,000,000+",Free,0,Everyone,News & Magazines,"July 28, 2018",Varies With Device,Varies With Device
Flud (Ad Free),Video_Players,4.8,5639,11M,"10,000+",Paid,$1.49,Everyone,Video Players & Editors,"September 7, 2017",Varies With Device,Varies With Device
Adclear Ad Blocker For Samsung,Tools,4.2,1586,1.5M,"500,000+",Free,0,Everyone,Tools,"September 7, 2017",1.0.5,5.0 And Up
Adguard Content Blocker,Tools,4.1,14491,4.3M,"1,000,000+",Free,0,Everyone,Tools,"February 26, 2018",2.1.2,Varies With Device
Ttorrent - Ad Free,Video_Players,4.3,2976,11M,"10,000+",Paid,$1.99,Everyone,Video Players & Editors,"June 15, 2018",1.5.14,4.1 And Up
Cronometer (Ad Free),Health_And_Fitness,3.9,1075,8.3M,"50,000+",Paid,$2.99,Everyone,Health & Fitness,"July 13, 2018",2.1.2,4.4 And Up
Ad Detector,Tools,3.8,208,0.73,"50,000+",Free,0,Everyone,Tools,"July 28, 2014",1.0,2.3 And Up
Adblock Plus For Samsung Internet - Browse Safe.,Communication,4.0,8769,2.1M,"1,000,000+",Free,0,Everyone,Communication,"April 5, 2018",1.1.4,5.0 And Up
Myradar Noaa Weather Radar Ad Free,Weather,4.5,3005,26M,"10,000+",Paid,$2.99,Everyone,Weather,"August 4, 2018",7.1.4,4.0.3 And Up
Safe Notes - Secure Ad-Free Notepad,Productivity,4.6,3362,0.756,"50,000+",Free,0,Everyone,Productivity,"November 21, 2017",1.7,4.0 And Up
Adblock Fast,Productivity,4.1,9914,3.2M,"1,000,000+",Free,0,Everyone,Productivity,"May 17, 2017",1.4.0,5.0 And Up
Fvd Ad-Free,Tools,4.4,1774,4.1M,"10,000+",Paid,$1.99,Everyone,Tools,"October 5, 2017",4.4.3,3.0 And Up
2000 Ad Comics And Judge Dredd,Comics,3.7,705,20M,"50,000+",Free,0,Teen,Comics,"July 19, 2018",1.3.0,4.0.3 And Up
Anti Adware,Tools,3.9,18751,3.6M,"1,000,000+",Free,0,Everyone,Tools,"June 19, 2018",3.6,4.1 And Up
Ad Blocker Turbo - Adblocker Browser,Communication,3.9,107,44M,"10,000+",Free,0,Everyone,Communication,"January 29, 2018",1.0.5,4.1 And Up
Weather & Radar Pro - Ad-Free,Weather,4.5,25243,26M,"100,000+",Paid,$2.99,Everyone,Weather,"August 1, 2018",4.34.0,4.4 And Up
Onscripter Plus (Ad Free),Game,4.5,100,17M,"1,000+",Paid,$3.99,Everyone,Adventure,"April 7, 2016",1.2.4,4.1 And Up
Vpn Hosts (Ad Blocker & No Root & Support Ipv6 ),Tools,4.4,319,1.1M,"10,000+",Paid,$2.99,Everyone,Tools,"July 3, 2018",2.0.1,4.4 And Up
Google Adsense,Productivity,4.3,52677,2.9M,"1,000,000+",Free,0,Everyone,Productivity,"December 13, 2017",3.3,4.0 And Up
Ad-Free Triangle Solver,Family,4.5,118,24M,"10,000+",Free,0,Everyone,Education,"August 20, 2015",6.3.1,4.2 And Up
Ez Screen Recorder (No Ad),Video_Players,4.7,8696,14M,"100,000+",Free,0,Everyone,Video Players & Editors,"June 3, 2018",2.1.4,5.0 And Up
Best Applock - Locker & No Ads,Productivity,4.7,10672,6.9M,"100,000+",Free,0,Everyone,Productivity,"June 23, 2018",2.1.1,4.1 And Up
Local Services Ads By Google,Business,4.1,7,12M,"1,000+",Free,0,Everyone,Business,"July 17, 2018",3.3.270,4.0 And Up
Ad Block Remover - Need Root,Tools,3.3,999,0.091,"100,000+",Free,0,Everyone,Tools,"December 17, 2013",3.2,2.2 And Up
Whatsfake Pro (Ad Free),Social,4.2,204,9.4M,"5,000+",Paid,$0.99,Everyone,Social,"September 25, 2017",1.4,4.1 And Up
Photo Compress 2.0 - Ad Free,Tools,4.1,6267,1.7M,"1,000,000+",Free,0,Everyone,Tools,"May 7, 2016",2.1,3.2 And Up
Ad Removal: Thereisonlywe,Productivity,3.4,16,0.293,100+,Paid,$6.49,Everyone,Productivity,"May 3, 2014",1.0,2.2 And Up
Brave Browser: Fast Adblocker,Communication,4.3,40241,11M,"5,000,000+",Free,0,Everyone,Communication,"June 30, 2018",1.0.52,4.1 And Up
Solitaire: Decked Out Ad Free,Game,4.9,37302,35M,"500,000+",Free,0,Everyone,Card,"May 8, 2017",1.3.3,4.1 And Up
"Weatherclear - Ad-Free Weather, Minute Forecast",Weather,4.5,3252,3.8M,"50,000+",Free,0,Everyone,Weather,"June 25, 2017",1.2.6,4.1 And Up
Ad Remove Plugin For App2Sd,Productivity,4.1,66,0.017,"1,000+",Paid,$1.29,Everyone,Productivity,"September 25, 2013",1.0.0,2.2 And Up
"Digital Clock : Simple, Tiny, Ad-Free Desk Clock.",Lifestyle,4.4,317,0.074,"50,000+",Free,0,Everyone,Lifestyle,"December 21, 2016",3.0,2.3 And Up
Ram Cleanup Ad-Free Option,Tools,4.4,457,1.1M,"10,000+",Paid,$2.99,Everyone,Tools,"July 26, 2016",3.0,4.1 And Up
Emo Ads Blocker Browser,Tools,3.4,1555,4.1M,"100,000+",Free,0,Everyone,Tools,"September 17, 2015",1.4,3.0 And Up
Bing Ads,Business,4.1,1828,13M,"100,000+",Free,0,Everyone,Business,"July 20, 2018",2.13.2,4.1 And Up
My Baby Firework (Remove Ad),Family,4.1,30,0.014,"1,000+",Paid,$0.99,Everyone,Entertainment,"April 25, 2013",Varies With Device,Varies With Device
Apps Ads Detector,Tools,3.5,315,8.3M,"100,000+",Free,0,Everyone,Tools,"February 19, 2018",25,4.0.3 And Up
Timber Ad Filter - Very Useful Ad Block App,Productivity,3.8,1343,9.0M,"100,000+",Free,0,Everyone,Productivity,"March 12, 2018",1.0.26,5.0 And Up
Alchemy Classic Ad Free,Family,4.6,20178,9.0M,"100,000+",Free,0,Everyone,Puzzle,"May 26, 2014",1.7.3,1.6 And Up
Easy Hotspot Ad Free,Tools,5.0,2,3.3M,10+,Paid,$0.99,Everyone,Tools,"July 26, 2018",1.05,4.0 And Up
"Ae + Aerie: Jeans, Dresses, Swimsuits & Bralettes",Shopping,4.2,20476,28M,"1,000,000+",Free,0,Everyone,Shopping,"July 17, 2018",5.6.0,4.4 And Up
Adobe Premiere Clip,Video_Players,3.9,39495,59M,"5,000,000+",Free,0,Everyone,Video Players & Editors,"June 26, 2018",1.1.4.1296,4.4 And Up
Shortcuts For After Effects,Family,3.7,464,1.9M,"50,000+",Free,0,Everyone,Education,"August 9, 2014",1.0,2.3 And Up
Ae Sudoku,Family,4.3,2171,12M,"100,000+",Free,0,Everyone,Puzzle,"July 29, 2015",1.1.0,2.2 And Up
Ae Jewels 2: Island Adventures,Game,4.2,652,30M,"10,000+",Free,0,Everyone,Action,"February 24, 2016",1.0,2.3 And Up
Ae Bubble:Offline Bubble Games,Family,4.2,6973,11M,"100,000+",Free,0,Everyone,Casual,"October 20, 2017",Varies With Device,Varies With Device
Ae Basketball,Sports,4.0,8100,11M,"1,000,000+",Free,0,Everyone,Sports,"November 20, 2013",Varies With Device,Varies With Device
Ae Bingo: Offline Bingo Games,Game,4.4,61746,11M,"500,000+",Free,0,Teen,Casino,"September 30, 2016",Varies With Device,2.3.3 And Up
Ae Jewels,Game,4.2,960,18M,"50,000+",Free,0,Everyone,Action,"August 20, 2015",1.0.5,3.0 And Up
Ae Spider Solitaire,Game,4.5,17263,11M,"500,000+",Free,0,Everyone,Card,"June 7, 2017",Varies With Device,Varies With Device
Ae Coin Mania : Arcade Fun,Game,4.3,30002,29M,"1,000,000+",Free,0,Teen,Casino,"February 8, 2018",2.3.5,4.0.3 And Up
Ae Roundy Pop,Family,4.4,5262,26M,"100,000+",Free,0,Everyone,Casual,"March 23, 2016",1.1.2,2.3 And Up
Mupen64+Ae Free (N64 Emulator),Game,4.0,41759,12M,"1,000,000+",Free,0,Everyone,Arcade,"January 19, 2014",2.4.4,2.0 And Up
Mupen64Plus Ae (N64 Emulator),Game,4.2,4569,12M,"100,000+",Paid,$0.99,Everyone,Arcade,"January 19, 2014",2.4.4,2.0 And Up
Ae Lucky Fishing,Game,4.3,18277,17M,"1,000,000+",Free,0,Teen,Arcade,"March 14, 2016",2.0.2,2.3 And Up
Ae Video Poker,Game,4.0,721,18M,"50,000+",Free,0,Teen,Casino,"December 31, 2015",1.3.2,2.3 And Up
Ae Solitaire,Game,4.3,1776,26M,"50,000+",Free,0,Everyone,Card,"January 4, 2018",2.3.4,4.0.3 And Up
Ae Archer,Sports,3.9,8638,11M,"500,000+",Free,0,Everyone,Sports,"September 2, 2015",Varies With Device,Varies With Device
Ae Blackjack,Game,4.0,1417,17M,"100,000+",Free,0,Teen,Card,"November 27, 2015",1.3.1,2.3 And Up
Ae Gun Ball: Arcade Ball Games,Game,3.7,8581,12M,"1,000,000+",Free,0,Everyone,Arcade,"December 13, 2013",1.0.2,2.2 And Up
Ae Order,Tools,4.1,19,0.317,"1,000+",Free,0,Everyone,Tools,"November 12, 2013",2.0.131112,2.3 And Up
Tv.Ae,Family,3.9,109,7.5M,"10,000+",Free,0,Everyone,Entertainment,"September 21, 2017",1.0.4,4.4 And Up
Ae 3D Motor :Racing Games Free,Game,4.2,74902,11M,"5,000,000+",Free,0,Everyone,Racing,"August 26, 2016",Varies With Device,Varies With Device
Ae Garage,Auto_And_Vehicles,4.4,64,66M,"1,000+",Free,0,Everyone,Auto & Vehicles,"June 27, 2017",1.0,4.1 And Up
Ae Bulletins,Books_And_Reference,4.5,14,30M,"1,000+",Free,0,Everyone,Books & Reference,"July 18, 2018",2.2.5,4.0.3 And Up
Ae Gto Racing,Game,3.9,6988,35M,"100,000+",Free,0,Everyone 10+,Racing,"September 24, 2015",Varies With Device,Varies With Device
Ae 3D Moto 3,Game,3.9,2588,26M,"100,000+",Free,0,Everyone 10+,Racing,"December 31, 2014",1.7.1,2.3 And Up
